title,price,rating,review_count,image_url,product_url,category
"Dell Alienware x16 Gaming Laptop, Intel Core i9 13900HK Processor/32GB/2TB SSD/NVIDIA RTX 4090 16GB GDDR6/ 16""(40.64cm) QHD+ 240Hz, 3ms, DCI-P3 100%/Win 11+MSO'21+McAfee 15 Month/Lunar Silver/2.72kg","3,14,990.",2.6,11 ratings,https://m.media-amazon.com/images/I/51PLKwik5fL._SL1080_.jpg,https://www.amazon.in/Dell-Alienware-x16-13900HK-Processor/dp/B0C4Z7D2V9,Price: High to Low
"HP ZBook Studio 12th Gen Intel Core i9-12900H 16 inch(40.6 cm) WQUXGA Display Creator Laptop 500 nits/32GB RAM/1TB SSD/NVIDIA GeForce RTX 3060 6GB Graphics/Win 11/MSO/B&O/FPR, G9 Workstation PC","2,99,990.",5.0,,https://m.media-amazon.com/images/I/716oJNJFLAL._SL1500_.jpg,https://www.amazon.in/HP-ZBook-Studio-G9-Workstation/dp/B0C1CM2W7X,Price: High to Low
"HP ZBook Studio 12th Gen Intel Core i9-12900H 16inch(40.6 cm) WQUXGA Display Creator Laptop /500 nits/32GB RAM/1TB SSD/NVIDIA GeForce RTX 3060 6GB Graphics/Win 11/MSO/B&O/FPR, G9 Workstation PC","2,97,473.",4.1,,https://m.media-amazon.com/images/I/71aqjzSN+gL._SL1500_.jpg,https://www.amazon.in/HP-ZBook-Studio-G9-Workstation/dp/B0C1CLGWRB,Price: High to Low
"Dell Alienware X16 R1 Gaming Laptop, Intel Core i9-13900HK, 32GB RAM, 1TB SSD, NVIDIA RTX 4080 12GB GDDR6, 16.0"" QHD 240Hz, Alienware Cherry MX, Win 11+MSO'21, 15 Month McAfee, Lunar Silver, 2.72Kgs","2,97,191.",5.0,,https://m.media-amazon.com/images/I/51PLKwik5fL._SL1080_.jpg,https://www.amazon.in/Dell-Alienware-X16-R1-i9-13900HK/dp/B0DJKPRRW3,Price: High to Low
"MSI Stealth 18 AI Studio,Intel 1st. Gen Ultra 9 185H,Built-in AI,46CM 16:10 UHD+ MiniLED120Hz Gaming Laptop(32GB/2TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4090/Midnight Black/2.89Kg),A1VIG-022IN","2,95,990.",3.0,2 ratings,https://m.media-amazon.com/images/I/71M4CnZbkWL._SL1500_.jpg,https://www.amazon.in/MSI-Stealth-Studio-Intel-Built/dp/B0CXDQHR1Y,Price: High to Low
"MSI Stealth 16 Studio, Intel 13th Gen. i7-13700H, 41CM QHD+ 240Hz Gaming Laptop (32GB/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4060, 8GB GDDR6/Star Blue/1.99Kg), A13VF-023IN","1,77,222.",5.0,,https://m.media-amazon.com/images/I/71LOZZo08zL._SL1500_.jpg,https://www.amazon.in/MSI-Stealth-i7-13700H-Windows-A13VF-023IN/dp/B0BWK7R39K,Price: High to Low
"Apple MacBook Air Laptop: Apple M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey","59,990.",4.6,"6,702 ratings",https://m.media-amazon.com/images/I/71jG+e7roXL._SL1500_.jpg,https://www.amazon.in/Apple-MacBook-Chip-13-inch-256GB/dp/B08N5W4NNB,Avg. Customer Review
"MSI Katana A17 AI, AMD 8th Gen. Ryzen 9 8945HS,Built-in AI, 44CM Laptop(16GB/1TB NVMe SSD/Windows 11 Home/Nvidia GeForce RTX4050, 6GB GDDR6/Black/2.6Kg), B8VE-884IN","99,990.",4.5,31 ratings,https://m.media-amazon.com/images/I/71RgcZjmLBL._SL1500_.jpg,https://www.amazon.in/MSI-Windows-GeForce-RTX4050-B8VE-884IN/dp/B0BV1GBXKP,Avg. Customer Review
"Alienware M18 Gaming Laptop QHD+ Display, Intel Core i7-13700HX, 16 GB DDR5 RAM, 1 TB SSD, NVIDIA GeForce RTX 4070 8 GB GDDR6, Windows 11 Home, 1 Year Premium Support, Dark Metallic Moon.","3,68,907.",4.7,14 ratings,https://m.media-amazon.com/images/I/71flbT060xL._SL1500_.jpg,https://www.amazon.in/Alienware-Display-i7-13700HX-GeForce-Metallic/dp/B0CGT4F3K8,Avg. Customer Review
"Lenovo Smartchoice LOQ AMD Ryzen 7 7435HS, NVIDIA RTX 4050-6GB, 24GB RAM, 512GB SSD, 15.6""/39.6cm, Windows 11, MS Office Home 2024, Grey, 2.4Kg, 83JC00EGIN, 100% sRGB, 3 Mon. Game Pass Gaming Laptop","85,990.",4.4,52 ratings,https://m.media-amazon.com/images/I/616fX5Yh00L._SL1080_.jpg,https://www.amazon.in/Lenovo-Smartchoice-4050-6GB-Windows-83JC00EGIN/dp/B0DPQHCKQD,Avg. Customer Review
"Lenovo LOQ 2024, AMD Ryzen 7 7435HS, NVIDIA RTX 4060-8GB, 24GB RAM, 512GB SSD, 15.6""/39.6cm, Windows 11, MS Office Home 2024, Grey, 2.4Kg, 83JC00EHIN, 100% sRGB, 3 Mon. Game Pass Gaming Laptop","89,990.",4.4,52 ratings,https://m.media-amazon.com/images/I/8133GVuhgwL._SL1500_.jpg,https://www.amazon.in/Lenovo-7435HS-4060-8GB-Windows-83JC00EHIN/dp/B0DPQJZ3JR,Avg. Customer Review
"Lenovo LOQ 2024, AMD Ryzen 7 7435HS, NVIDIA RTX 4050-6GB, 24GB RAM, 512GB SSD, FHD IPS 144Hz 300Nits, 15.6""/39.6cm, Windows 11, Office 21, Grey, 2.4Kg, 83JC0045IN,100%sRGB,3 Mon.Gamepass Gaming Laptop","82,990.",4.1,52 ratings,https://m.media-amazon.com/images/I/616fX5Yh00L._SL1080_.jpg,https://www.amazon.in/Lenovo-7435HS-300Nits-Graphics-83JC0045IN/dp/B0D9H338J9,Avg. Customer Review
"ASUS Zenbook Duo OLED (2024), 14"" (35.56cm) FHD OLED Touch Display, Intel Core Ultra 9 185H, Built-in AI, Dual Screen Laptop (32GB/1TB SSD/Intel Arc Graphics/Win11/Gray/1.65 Kg), UX8406MA-QL961WS","2,11,900.",5.0,7 ratings,https://m.media-amazon.com/images/I/71zLufpOb6L._SL1500_.jpg,https://www.amazon.in/ASUS-Zenbook-35-56cm-Graphics-UX8406MA-QL961WS/dp/B0CXPXLMBH,Avg. Customer Review
"ASUS TUF Gaming A15,AMD Ryzen 7 7435HS Gaming Laptop(NVIDIA RTX 4060-8GB/140W TGP/16GB RAM/512GB SSD/FHD/15.6""/144Hz/Windows 11/M365 Basic (1Year)*/Office Home 2024/Mecha Gray/2.20 Kg)FA507NVR-LP204WS","94,990.",4.4,35 ratings,https://m.media-amazon.com/images/I/71RuHCk5fGL._SL1500_.jpg,https://www.amazon.in/ASUS-Gaming-4060-8GB-Windows-FA507NVR-LP204WS/dp/B0DSLD4KVW,Avg. Customer Review
"MSI Katana GF66, Intel 12th Gen. i5-12450H, 40CM FHD 144Hz Gaming Laptop (8GB/512GB NVMe SSD/Windows 11 Home/Nvidia RTX3050 4GB GDDR6/Black/2.25Kg), 12UC-636IN","70,989.",4.3,49 ratings,https://m.media-amazon.com/images/I/81c+XOq0b+L._SL1500_.jpg,https://www.amazon.in/MSI-i5-12450H-Windows-RTX3050-12UC-636IN/dp/B0B912J6VT,Avg. Customer Review
"ASUS Vivobook S 15 OLED, 2.8K (2880 x 1620) 16:9,Core i9-13900H Processor 2.6 GHz,Light Laptop (16GB RAM/512GB SSD/Win 11/Office Home/Fingerprint/75WHr Battery/Cool Silver/1.60 kg),S5504VA-MA943WS","87,755.",5.0,6 ratings,https://m.media-amazon.com/images/I/710mMkw+HmL._SL1500_.jpg,https://www.amazon.in/ASUS-Vivobook-OLED-2-8K-2880/dp/B09L5K7DM5,Avg. Customer Review
"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 7735HS 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (16GB/512GB SSD/Win11/Office/NVIDIA RTX 3050 6GB/Backlit KB/Alexa/3 Month Game Pass/Onyx Grey/2.32Kg), 82SB00QYIN","75,000.",5.0,6 ratings,https://m.media-amazon.com/images/I/81mrqFsPVCL._SL1500_.jpg,https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Backlit-82SB00QYIN/dp/B0CKZ899H2,Avg. Customer Review
"HP Victus, AMD Ryzen 7-8845HS, 6GB NVIDIA GeForce RTX 4050 Gaming Laptop (16GB RAM, 1TB SSD) 144Hz, IPS, 300 nits, 15.6""/39.6cm, FHD, Win 11, MS Office, Blue, 2.29Kg, Backlit KB,DTS:X Ultra, fb2117AX","87,990.",4.4,23 ratings,https://m.media-amazon.com/images/I/71Bl2rjsN8L._SL1500_.jpg,https://www.amazon.in/HP-Victus-Powered-15-6-inch-Backlit/dp/B0D7PXTNRX,Avg. Customer Review
"Acer Swift Go 14, Intel Core Ultra 7-155H, 16GB RAM, 1TB SSD, OLED WQXGA+ 14""/35.56cm, Windows 11, MS Office, Pure Silver, 1.3Kg, SFG14-73, Intel Arc Graphics, 1440p Camera AI Powered Laptop","91,990.",4.7,9 ratings,https://m.media-amazon.com/images/I/613l-s5+RXL._SL1080_.jpg,https://www.amazon.in/Acer-Premium-14-inch-Graphics-SFG14-73/dp/B0CYHGB3KJ,Avg. Customer Review
"Acer Nitro 16, RYZEN™ AI Powered Gaming Laptop AMD Ryzen™ 7 7840HS Octa Core Processor (8GB/ 512 GB SSD/NVIDIA GeForce RTX 4050 6GB Graphics/Windows 11 Home) AN16-41 with 40.64 cm (16"") IPS Display","1,14,990.",4.7,9 ratings,https://m.media-amazon.com/images/I/51H9Br7KnXL._SL1280_.jpg,https://www.amazon.in/Acer-RyzenTM-Processor-Graphics-AN16-41/dp/B0C81DDDK5,Avg. Customer Review
"MSI Thin 15, Intel 12th Gen. Core i7-12650H, 40CM FHD 144Hz Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B12UC-1690IN","69,990.",4.5,14 ratings,https://m.media-amazon.com/images/I/71Ie8YsWrFL._SL1500_.jpg,https://www.amazon.in/MSI-i7-12650H-Windows-GeForce-B12UC-1690IN/dp/B0CV9VTBKD,Avg. Customer Review
"Lenovo IdeaPad Pro 5 Intel Evo Core Ultra 9 185H Built-in AI 14"" (35.5cm) 2.8K-OLED 400Nits 120Hz Laptop (32GB/1TB SSD/Intel Arc GPU/Win11/MSO 21/FHD+IR Cam/1Yr ADP Free/Grey/1.4Kg), 83D2001GIN","1,07,990.",4.2,119 ratings,https://m.media-amazon.com/images/I/81Ev2S5nrVL._SL1500_.jpg,https://www.amazon.in/Lenovo-IdeaPad-35-56cm-2-8K-OLED-83D2001GIN/dp/B0CY2LDT1S,Avg. Customer Review
"Acer NITRO V 15, AMD Ryzen 7-7735HS octa-core processor, NVIDIA GeForce RTX 4050- 6 GB GDDR6(16GB DDR5, 512GB)IPS FHD, 15.6""/ 39.62cm, 144Hz, Win 11 Home, Obsidian black, 2.1KG, ANV15-41 Gaming Laptop","77,990.",4.1,80 ratings,https://m.media-amazon.com/images/I/51ViDFxb0ZL._SL1000_.jpg,https://www.amazon.in/Acer-7-7735HS-Graphics-Windows-ANV15-41/dp/B0DFWRZLK5,Best Seller
"Dell Inspiron 7440 Thin & Light Laptop, Intel Core i7-13620H Processor, 16GB DDR5 + 512GB SSD, 14"" (35.52cm) FHD+ 250nits Display, Backlit KB + FPR, Win 11 + MSO'21, 15 Months McAfee, Ice Blue, 1.60kg","78,251.",3.8,25 ratings,https://m.media-amazon.com/images/I/61xwSngZBuL._SL1280_.jpg,https://www.amazon.in/Dell-Inspiron-7440-i7-13620H-Processor/dp/B0D83D32DK,Best Seller
"Dell {Smartchoice} G15-5530 Intel Core i5-13450HX| NVIDIA RTX 3050, 6GB (16GB RAM|1TB SSD, FHD|Win 11|MS Office' 21|15.6"" (39.62cm)|Dark Shadow Grey|2.65Kg|Gaming Laptop","74,990.",3.9,"1,095 ratings",https://m.media-amazon.com/images/I/61LOOMpEgxL._SL1080_.jpg,https://www.amazon.in/Dell-Smartchoice-G15-5530-Gaming-i5-13450HX/dp/B0CRKXDX83,Best Seller
"ASUS TUF Gaming A15, AMD Ryzen 7 7435HS Gaming Laptop(NVIDIA RTX 3050-4GB/60W TGP/16GB RAM/512GB SSD/FHD/15.6""/144Hz/RGB KB/48WHr/Windows 11//Graphite Black/2.30 Kg) FA506NCR-HN054W","60,990.",3.9,466 ratings,https://m.media-amazon.com/images/I/61nTNphSBvL._SL1500_.jpg,https://www.amazon.in/ASUS-15-6-inch-GeForce-Graphite-FA506NCR-HN054W/dp/B0D5DFR78J,Best Seller
"Acer Nitro V 15, AMD Ryzen 7 7735HS Octa-core Processor, NVIDIA GeForce RTX 3050-6 GB GDDR6(16 GB DDR5/512GB) IPS FHD, 15.6""/39.62cm,144Hz, Win 11 Home, Obsidian Black, 2.1 KG,ANV15-41, Gaming Laptop","67,990.",4.1,80 ratings,https://m.media-amazon.com/images/I/81zAEcXFPOL._SL1500_.jpg,https://www.amazon.in/Acer-7-7735HS-Graphics-Windows-ANV15-41/dp/B0DFWVTQQ7,Best Seller
"Acer Nitro V, Intel Core i5- 13th Gen 13420H processor, NVIDIA GeForce RTX 4050-6 GB GDDR6(16GB DDR5/512GB)IPS FHD, 39.62cm(15.6""), 165 Hz, Win 11 Home,Obsidian black, 2.113 kg, ANV15-51,Gaming Laptop","75,980.",4.1,604 ratings,https://m.media-amazon.com/images/I/51GGNToj7aL._SL1000_.jpg,https://www.amazon.in/Acer-i5-13420H-Graphics-Display-ANV15-51/dp/B0CHJJZ9G8,Best Seller
"Lenovo Smartchoice LOQ AMD Ryzen 7 7435HS, NVIDIA RTX 4050-6GB, 24GB RAM, 512GB SSD, 15.6""/39.6cm, Windows 11, MS Office Home 2024, Grey, 2.4Kg, 83JC00EGIN, 100% sRGB, 3 Mon. Game Pass Gaming Laptop","85,990.",4.4,52 ratings,https://m.media-amazon.com/images/I/616fX5Yh00L._SL1080_.jpg,https://www.amazon.in/Lenovo-Smartchoice-4050-6GB-Windows-83JC00EGIN/dp/B0DPQHCKQD,Best Seller
"Lenovo LOQ, Intel Core i5-13450HX, 13th Gen, NVIDIA RTX 3050-6GB, 16GB RAM, 512GB SSD, FHD 144Hz 300Nits, 15.6""/39.6cm, Windows 11, MS Office 21, Grey, 2.4Kg, 83DV00BHIN, 100% sRGB Gaming Laptop","70,990.",4.0,270 ratings,https://m.media-amazon.com/images/I/81sI6re6MPL._SL1500_.jpg,https://www.amazon.in/Lenovo-i5-13450HX-300Nits-Graphics-83DV00BHIN/dp/B0CX8V9C7D,Best Seller
"ASUS Vivobook 16 (2023)Thin & Light Laptop ,Intel Core i9-13900H 13th Gen,16"" (40.64 cm) FHD+,(16GB RAM/512GB SSD/Intel Iris Xe/Win 11/Office 2021/Backlit KB/Fingerprint/Black/1.88 kg)X1605VA-MB947WS","74,990.",4.1,249 ratings,https://m.media-amazon.com/images/I/61RjOlKqqRL._SL1500_.jpg,https://www.amazon.in/ASUS-Vivobook-i9-13900H-Fingerprint-X1605VA-MB947WS/dp/B0CHMZRC89,Best Seller
"HP Victus, 13th Gen Intel Core i5-13420H, 6GB RTX 4050 Gaming Laptop (16GB DDR4, 512GB SSD) 144Hz, IPS, 15.6""/39.6cm, Flicker-Free, Win 11, Office 21, Mica Silver, 2.29kg, Enhanced Cooling, fa1319TX","75,990.",3.9,177 ratings,https://m.media-amazon.com/images/I/71RXOnGBA5L._SL1500_.jpg,https://www.amazon.in/HP-i5-13420H-15-6-inch-Backlit-fa1319TX/dp/B0D1YJR2ZY,Best Seller
"ASUS TUF Gaming A15, 15.6"" (39.62cm) FHD 16:9 144Hz, AMD Ryzen 7 7435HS, Gaming Laptop (16 DDR5/512GB SSD/NVIDIA GeForce RTX 2050/Windows 11 Home/Graphite Black/2.30 Kg), FA506NFR-HN045W","52,990.",3.9,466 ratings,https://m.media-amazon.com/images/I/61xBASwU+zL._SL1500_.jpg,https://www.amazon.in/ASUS-Gaming-15-6-39-62cm-FA506NFR-HN045W/dp/B0CDQ5CW9V,Best Seller
"ASUS TUF Gaming A16 Advantage Edition, 16"" FHD+ 144Hz 300nits, AMD Ryzen 7 7435HS Processor, Gaming Laptop (16GB RAM/512GB SSD/AMD Radeon RX 7600S/Windows 11/Off Black/2.2 Kg), FA617NSR-RL083W","74,990.",3.9,17 ratings,https://m.media-amazon.com/images/I/71K+MEhDJhL._SL1500_.jpg,https://www.amazon.in/ASUS-Advantage-300nits-Processor-FA617NSR-RL083W/dp/B0DBVRLST8,Best Seller
"ASUS TUF Gaming F15 12th Gen, Intel Core i7-12700H Gaming Laptop(NVIDIA RTX 3050-4GB/95W TGP/16GB RAM/1TB SSD/FHD/15.6""/144Hz/RGB KB/90WHr/Windows 11/Office 2021/Mecha Gray/2.20 Kg) FX577ZC-HN192WS","79,990.",4.1,24 ratings,https://m.media-amazon.com/images/I/71jZsi3eAyL._SL1500_.jpg,https://www.amazon.in/ASUS-15-6-inch-i7-12700H-Battery-FX577ZC-HN192WS/dp/B0CRR4RDP9,Best Seller
"HP Victus, AMD Ryzen 5 5600H, NVIDIA RTX 3050, 16GB DDR4, 512GB SSD (Win11, Office21, Blue, 2.37kg) 144Hz, 9MS, IPS, 15.6-inch(39.6cm) Gaming Laptop, Backlit kb, Enhanced Cooling, fb0106AX/Fb0112AX","56,490.",4.1,262 ratings,https://m.media-amazon.com/images/I/71J2F-6lIPL._SL1500_.jpg,https://www.amazon.in/HP-GeForce-Graphics-Response-15-fb0106AX/dp/B0BWS9YNCX,Best Seller
"HP Victus, 12th Gen Intel Core i7-12650H, 4GB NVIDIA GeForce RTX 3050 Gaming Laptop (16GB RAM, 1TB SSD) 144Hz, IPS, 15.6""/39.6cm, FHD, Win 11, Office 2021, Blue, 2.3Kg, Enhanced Cooling, fa1389TX","75,490.",3.3,27 ratings,https://m.media-amazon.com/images/I/71LFDWyoeRL._SL1500_.jpg,https://www.amazon.in/HP-i7-12650H-15-6-inch-Backlit-fa1389TX/dp/B0D81CT9JJ,Best Seller
"Apple MacBook Air Laptop: Apple M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey","59,990.",4.6,"6,702 ratings",https://m.media-amazon.com/images/I/71jG+e7roXL._SL1500_.jpg,https://www.amazon.in/Apple-MacBook-Chip-13-inch-256GB/dp/B08N5W4NNB,Best Seller
